"caseid","weight","BIGFIVE_1","BIGFIVE_2","BIGFIVE_3","BIGFIVE_4","BIGFIVE_5","BIGFIVE_6","BIGFIVE_7","BIGFIVE_8","BIGFIVE_9","BIGFIVE_10","BIGFIVE_11","BIGFIVE_12","BIGFIVE_13","BIGFIVE_14","BIGFIVE_15","BIGFIVE_16","BIGFIVE_17","BIGFIVE_18","BIGFIVE_19","BIGFIVE_20","BIGFIVE_21","BIGFIVE_22","BIGFIVE_23","BIGFIVE_24","BIGFIVE_25","BIGFIVE_26","BIGFIVE_27","BIGFIVE_28","BIGFIVE_29","BIGFIVE_30","BIGFIVE_31","BIGFIVE_32","BIGFIVE_33","BIGFIVE_34","BIGFIVE_35","BIGFIVE_36","BIGFIVE_37","BIGFIVE_38","BIGFIVE_39","BIGFIVE_40","BIGFIVE_41","BIGFIVE_42","BIGFIVE_43","BIGFIVE_44","BIGFIVE_45","BIGFIVE_46","BIGFIVE_47","BIGFIVE_48","BIGFIVE_49","BIGFIVE_50","BIGFIVE_51","BIGFIVE_52","BIGFIVE_53","BIGFIVE_54","BIGFIVE_55","BIGFIVE_56","BIGFIVE_57","BIGFIVE_58","BIGFIVE_59","BIGFIVE_60","BIGFIVE_61","BIGFIVE_62","BIGFIVE_63","BIGFIVE_64","BIGFIVE_65","BIGFIVE_66","BIGFIVE_67","BIGFIVE_68","BIGFIVE_69","BIGFIVE_70","BIGFIVE_71","BIGFIVE_72","BIGFIVE_73","BIGFIVE_74","BIGFIVE_75","BIGFIVE_76","BIGFIVE_77","BIGFIVE_78","BIGFIVE_79","BIGFIVE_80","BIGFIVE_81","BIGFIVE_82","BIGFIVE_83","BIGFIVE_84","BIGFIVE_85","BIGFIVE_86","BIGFIVE_87","BIGFIVE_88","BIGFIVE_89","BIGFIVE_90","BIGFIVE_91","BIGFIVE_92","BIGFIVE_93","BIGFIVE_94","BIGFIVE_95","BIGFIVE_96","BIGFIVE_97","BIGFIVE_98","BIGFIVE_99","BIGFIVE_100","birthyr","gender","race","educ","marstat","employ","faminc_new","pid3","pid7","inputstate","inputzip","votereg","ideo5","newsint","presvote16post","religpew","pew_churatd","pew_bornagain","pew_religimp","pew_prayer","starttime","endtime"
392144602,0.945046735845721,4,3,1,4,4,4,2,3,1,2,3,3,4,5,4,4,3,4,2,1,4,4,3,1,5,5,2,3,5,3,4,2,3,4,4,3,3,2,3,3,3,2,1,1,4,4,2,2,3,1,4,2,2,2,4,4,2,1,5,4,4,2,1,2,5,4,1,2,4,4,2,3,1,3,3,4,1,2,3,4,4,3,2,2,4,3,3,3,4,3,4,2,1,2,4,4,3,2,4,2,1977,1,1,5,1,1,8,4,3,51,"22963",1,2,1,1,11,6,2,4,7,2018-06-09 00:40:10,2018-06-09 00:48:21
392144677,0.789092862220592,5,4,5,1,4,5,2,5,4,5,2,5,4,2,2,3,4,4,2,3,4,2,5,2,2,5,4,5,1,2,5,2,5,2,3,5,1,2,1,2,5,4,2,1,4,4,1,4,4,4,5,4,5,2,5,5,2,4,3,2,4,4,2,1,2,5,1,3,4,2,4,2,5,2,1,5,2,2,3,4,5,5,3,1,2,4,4,4,1,1,5,4,5,1,4,4,4,2,2,2,1981,2,1,6,5,1,8,1,1,34,"07712-6546",1,1,2,1,1,5,2,2,3,2018-06-09 00:41:47,2018-06-09 00:48:56
392144543,0.815295838792149,3,3,2,2,5,4,3,1,1,5,4,1,4,4,4,1,2,2,3,1,3,4,4,3,4,5,4,2,4,1,4,1,3,2,4,5,1,3,3,2,1,3,3,3,4,4,4,1,3,3,3,2,2,3,4,4,2,2,4,4,4,1,1,2,3,5,3,1,2,2,3,1,4,2,4,5,2,1,4,1,4,3,4,2,5,4,3,1,1,2,4,1,3,1,4,4,4,1,1,1,1971,2,2,4,1,1,11,1,1,12,"32503",1,3,2,1,1,1,1,1,1,2018-06-09 00:38:57,2018-06-09 00:49:01
392048092,1.09630773620774,5,2,3,3,3,3,3,3,1,2,3,5,3,4,2,4,4,4,4,3,3,3,3,1,3,4,2,4,4,3,5,1,3,1,3,2,1,3,4,4,4,4,2,1,3,3,3,4,4,3,5,2,3,3,3,2,3,4,2,5,4,3,3,3,3,3,3,4,5,3,4,2,3,1,2,4,3,4,4,5,4,4,2,1,4,2,4,4,3,4,5,2,2,2,3,3,3,3,4,2,1977,1,1,5,5,1,9,3,4,6,"94952",1,1,1,1,10,6,2,4,7,2018-06-09 00:24:05,2018-06-09 00:49:50
392128241,0.572381969379289,4,2,3,2,4,4,2,2,2,4,2,3,4,3,4,2,2,2,3,2,3,3,4,3,4,4,5,1,2,4,5,2,4,4,4,3,4,2,1,3,4,1,3,1,4,5,3,2,2,2,5,2,3,4,4,2,3,2,4,3,5,2,3,2,4,5,3,1,2,2,3,2,3,5,4,5,3,2,3,2,4,3,4,2,5,3,3,2,4,4,3,2,4,3,4,4,2,1,1,1,1952,2,1,2,4,5,2,3,4,36,"13088",1,2,1,4,2,6,2,2,5,2018-06-09 00:36:20,2018-06-09 00:50:27
392143261,0.906719132991432,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,3,3,5,3,3,3,3,1965,2,1,2,4,5,97,2,7,39,"45669",1,6,2,2,1,2,1,1,1,2018-06-09 00:43:04,2018-06-09 00:50:32
392144224,0.792647538163054,5,2,1,1,4,4,5,4,1,4,5,1,5,4,2,5,1,3,4,1,3,4,5,4,4,1,5,4,4,3,5,1,2,1,5,5,5,4,1,2,3,1,5,5,5,5,2,1,5,1,1,1,3,2,5,2,5,2,5,2,5,1,4,4,4,5,4,4,2,1,5,1,5,2,2,5,2,4,4,1,4,2,4,3,5,2,5,2,2,2,3,1,5,3,4,5,4,1,5,1,1987,2,1,5,5,1,3,2,7,34,"07006",1,5,2,2,12,3,1,1,5,2018-06-09 00:32:48,2018-06-09 00:50:39
392118399,0.825811819807029,4,1,2,3,4,4,4,2,1,4,4,2,4,3,3,4,1,2,4,2,3,2,4,3,3,4,4,2,3,2,4,1,4,2,4,4,4,3,4,2,3,2,4,3,4,4,4,2,2,2,3,1,3,2,4,3,4,2,4,2,4,3,2,3,4,4,4,3,2,2,3,2,3,2,4,4,4,2,2,2,4,2,4,2,4,3,4,2,3,3,4,1,4,3,4,3,3,2,2,2,1949,2,1,2,1,5,5,5,3,55,"54806",1,3,2,1,1,5,2,3,5,2018-06-09 00:43:32,2018-06-09 00:51:01
392127430,0.64430898237574,3,3,3,2,5,3,2,2,2,5,5,2,4,4,4,3,3,2,3,1,4,3,4,2,4,4,4,3,2,1,5,2,4,1,4,5,1,2,2,2,4,3,5,4,4,4,5,5,4,1,3,1,4,3,5,3,3,2,4,3,5,1,4,2,5,5,4,1,2,1,4,1,5,2,4,4,3,2,3,1,4,5,4,1,4,4,5,2,1,2,4,1,5,3,4,5,4,2,2,2,1947,1,2,3,1,5,97,1,1,12,"32174",1,4,1,1,2,5,2,2,3,2018-06-09 00:27:37,2018-06-09 00:51:05
392117030,0.890494191494529,2,2,4,4,5,4,4,1,1,4,5,1,4,2,4,2,2,2,4,1,1,2,4,3,4,5,5,2,2,1,4,4,2,5,5,3,2,1,3,2,2,1,3,1,2,2,4,1,1,1,1,3,3,5,5,4,4,1,5,3,4,3,3,2,5,5,2,1,3,2,4,1,4,5,4,4,3,1,1,1,4,2,4,5,5,4,4,1,3,1,3,1,2,4,5,5,4,5,2,1,1961,1,7,5,1,1,7,2,7,18,"46142",1,5,1,2,1,1,1,1,1,2018-06-08 23:26:10,2018-06-09 00:51:14
392144506,0.906719132991432,2,1,1,3,5,5,3,3,1,3,5,3,5,1,3,3,1,1,5,1,3,1,3,3,3,3,5,1,5,1,3,1,3,3,3,3,5,1,3,1,1,1,3,5,4,5,5,1,1,1,1,1,3,1,3,4,5,1,4,1,5,1,1,3,5,5,5,1,3,1,3,1,4,3,5,5,4,1,1,1,3,1,3,1,5,5,4,1,3,1,4,1,3,3,5,5,5,1,1,1,1958,2,1,2,1,5,11,2,7,24,"21061",1,4,2,2,2,5,2,2,3,2018-06-09 00:38:13,2018-06-09 00:51:23
392144773,0.88773653272595,3,1,3,1,5,3,1,1,1,3,4,3,4,2,4,3,3,1,3,1,3,3,5,1,4,5,5,1,3,2,5,1,3,1,4,5,3,1,1,1,3,3,3,5,5,3,3,1,1,1,1,1,3,1,4,3,4,1,3,2,5,4,2,1,5,5,4,1,3,1,4,1,3,1,5,5,5,1,1,1,5,2,3,3,5,3,4,2,3,3,5,1,3,1,4,3,3,1,2,1,1975,1,1,3,3,2,2,2,7,18,"47974",1,4,1,2,12,5,2,4,6,2018-06-09 00:43:33,2018-06-09 00:52:28
392144810,0.782578722372061,1,5,2,5,2,5,5,4,1,3,3,4,4,4,2,5,2,1,1,4,2,3,3,5,5,5,4,4,2,2,5,1,4,5,2,2,2,1,2,1,1,1,1,3,3,5,4,3,1,4,3,3,1,3,5,5,1,4,5,4,5,1,1,5,2,5,1,1,4,1,1,3,1,5,1,5,5,3,1,2,5,1,2,3,5,5,1,3,5,2,1,1,2,5,2,5,3,3,3,1,1955,2,1,2,3,5,2,3,3,5,"71832",1,2,4,7,11,6,2,1,2,2018-06-09 00:44:08,2018-06-09 00:53:58
392144692,0.869077254498192,1,5,3,2,4,3,4,5,1,1,4,5,4,4,5,2,2,4,3,1,3,3,4,4,3,4,4,5,4,3,4,3,1,3,4,4,2,2,3,2,3,1,1,5,4,4,3,2,4,4,1,2,3,4,4,2,4,2,5,4,3,1,1,5,4,5,3,2,5,3,2,1,1,1,2,4,3,1,4,5,3,3,2,5,5,3,3,5,4,2,3,1,2,3,4,4,2,3,4,4,1952,2,1,2,4,6,97,2,7,18,"46220",1,5,1,2,1,3,1,1,2,2018-06-09 00:42:08,2018-06-09 00:54:30
392144795,0.552398317223637,4,1,5,1,5,4,4,1,1,1,4,3,5,4,4,3,2,1,4,3,4,3,4,2,4,5,4,2,5,1,5,1,4,1,5,4,4,3,2,3,3,4,1,1,4,5,4,1,1,4,4,1,3,2,5,3,5,1,4,5,4,4,1,2,5,5,4,1,5,1,4,1,4,1,4,5,4,1,1,2,5,3,5,4,5,2,4,1,3,4,5,1,2,2,5,5,3,1,1,4,1972,2,3,4,5,4,3,1,1,12,"33156",1,2,2,1,2,3,2,1,1,2018-06-09 00:43:54,2018-06-09 00:54:34
392129832,3.03888767253474,5,1,1,4,5,3,2,1,1,3,5,1,5,4,4,3,1,3,4,1,4,1,5,1,4,5,5,1,4,1,5,1,3,1,5,4,5,1,1,1,4,1,2,1,3,5,5,1,3,1,5,3,3,1,3,3,2,1,5,2,5,1,1,1,5,5,4,1,3,1,5,1,3,1,3,5,4,1,3,1,5,2,3,1,5,5,5,1,3,1,5,1,1,2,5,5,5,1,2,1,1950,2,3,6,1,5,8,3,3,35,"87507-3565",1,1,1,1,10,6,2,4,2,2018-06-09 00:44:55,2018-06-09 00:54:58
392145097,0.618579970090856,4,5,1,2,3,1,3,3,2,2,1,5,3,5,3,3,4,5,1,2,1,5,4,2,4,3,1,3,5,5,3,2,2,3,3,3,1,5,5,4,1,1,1,2,3,4,1,2,5,4,3,4,1,3,3,1,2,2,5,5,3,2,1,2,4,3,1,4,5,5,4,1,1,2,3,4,1,3,5,5,2,4,1,1,4,2,3,4,5,5,4,3,2,2,3,3,1,3,4,4,1966,1,1,4,1,4,8,4,4,12,"33309",1,3,4,6,11,6,2,4,7,2018-06-09 00:49:28,2018-06-09 00:56:22
392145201,0.719063155996237,2,2,2,4,4,3,2,2,2,3,4,2,3,3,3,2,2,2,2,1,3,2,3,3,4,2,3,3,2,2,3,2,3,3,4,4,3,2,2,2,3,2,2,4,4,3,2,2,4,2,1,3,3,2,4,3,2,1,2,4,2,2,3,3,4,4,2,2,2,2,3,2,4,3,3,2,2,2,2,3,3,1,4,3,4,3,4,1,2,3,2,2,3,3,4,4,4,2,3,2,1981,1,6,3,5,1,11,2,7,6,"92804",1,4,3,2,1,4,1,2,3,2018-06-09 00:51:18,2018-06-09 00:56:35
392106701,0.825811819807029,4,1,1,2,5,3,5,3,1,2,4,4,4,4,4,4,4,1,4,1,1,4,3,4,4,5,4,2,4,1,5,1,2,5,5,5,1,1,4,3,1,1,2,2,5,5,4,1,3,2,2,1,3,5,5,3,3,5,5,4,4,1,1,4,5,5,2,1,4,4,4,1,2,3,5,5,4,1,4,3,4,1,4,3,4,4,4,1,3,2,4,1,2,2,5,4,3,1,3,2,1944,2,1,2,4,5,2,1,2,13,"30742-4100",1,3,1,1,11,6,2,3,3,2018-06-09 00:45:32,2018-06-09 00:56:57
392134636,1.13962584179497,2,2,3,2,4,4,1,4,1,4,4,2,3,1,4,2,2,1,2,1,2,3,3,1,4,5,3,3,2,2,5,1,4,2,4,4,3,3,2,2,3,3,4,1,4,4,2,1,3,1,5,4,2,1,4,4,4,3,4,4,5,4,3,1,4,5,2,2,2,4,5,1,4,2,2,4,2,2,2,2,5,2,5,1,4,4,4,4,1,2,5,3,4,2,4,5,3,2,4,1,1955,2,1,5,1,4,7,1,1,17,"60647",1,2,1,1,11,5,2,4,6,2018-06-08 23:49:15,2018-06-09 00:56:58
392144367,7.00266101118425,2,1,1,2,4,4,4,3,2,1,5,4,2,4,4,1,5,4,1,2,4,4,1,2,2,4,1,3,5,4,4,3,3,3,2,2,1,3,4,4,1,1,1,2,2,4,4,2,4,5,3,4,1,1,4,2,4,3,3,NA,4,4,1,4,3,3,2,4,4,5,2,3,1,2,3,4,1,3,4,3,1,2,4,1,2,3,2,2,2,4,3,2,1,2,4,3,1,4,3,4,1963,1,3,2,3,6,3,1,1,6,"94560",1,6,2,1,2,5,2,2,2,2018-06-09 00:35:27,2018-06-09 00:57:24
392096531,0.66439277611705,2,3,1,2,4,4,3,4,3,3,2,4,2,2,2,4,4,2,2,2,4,4,4,4,3,4,2,4,2,2,3,2,3,4,3,4,2,3,2,3,3,2,1,3,1,4,2,2,4,3,3,3,2,3,3,2,2,3,4,4,4,3,1,4,4,4,2,2,2,3,3,1,4,4,2,4,2,4,2,4,4,4,4,1,3,3,4,4,3,4,3,2,3,4,3,4,2,1,4,2,1958,2,3,4,2,6,2,1,2,6,"92507",1,3,1,1,1,5,1,2,1,2018-06-08 23:18:44,2018-06-09 00:57:52
392145227,0.817592531889634,5,1,3,3,5,4,3,2,1,5,5,1,4,2,3,4,2,2,4,1,4,1,4,5,4,5,5,2,1,2,4,1,5,4,4,5,4,3,1,3,3,1,4,2,3,4,4,2,2,1,5,1,3,2,4,4,4,1,3,4,4,1,3,5,5,5,4,2,1,2,4,2,5,4,4,5,4,1,1,1,4,2,5,3,4,4,4,2,4,2,2,2,4,2,4,5,4,1,1,1,1958,2,1,2,1,5,9,3,3,20,"67042",1,2,1,1,11,6,2,3,3,2018-06-09 00:51:49,2018-06-09 00:59:40
392144922,0.782665636302163,3,4,1,5,5,4,1,2,1,3,4,3,5,4,5,1,2,4,4,1,3,3,4,2,5,5,5,1,5,1,4,1,4,2,4,4,4,1,4,2,1,1,1,3,4,4,2,1,4,3,3,1,1,5,3,3,5,1,5,5,3,1,1,2,5,5,4,1,3,3,1,1,5,1,5,5,4,3,3,2,3,1,3,3,5,4,4,1,5,2,4,1,3,3,4,5,4,3,4,3,1968,2,2,2,1,1,8,1,1,34,"07002",1,3,2,1,11,5,2,2,6,2018-06-09 00:45:59,2018-06-09 00:59:41
392045477,0.825811819807029,3,3,3,3,3,3,3,4,2,3,3,4,4,4,3,3,4,3,2,3,4,4,4,2,4,5,3,3,4,4,3,2,4,4,4,3,1,2,4,5,2,1,3,3,3,4,2,2,3,4,3,3,3,3,3,2,3,2,4,5,4,3,2,4,5,5,2,3,3,3,2,2,3,3,5,5,3,2,3,4,2,4,3,3,4,3,1,4,3,4,3,3,3,3,3,4,2,4,2,4,1951,2,1,2,1,6,7,1,1,51,"24128",1,6,2,1,1,4,1,1,1,2018-06-09 00:39:51,2018-06-09 01:00:05
392084088,3.12118605069927,2,2,2,3,4,4,2,2,1,4,4,1,4,2,3,2,1,2,4,2,3,2,3,2,4,4,4,3,3,1,4,2,3,4,4,4,1,2,2,2,4,2,4,1,3,4,4,2,2,1,4,2,3,2,4,3,4,2,4,2,4,1,2,2,4,5,4,2,2,2,3,2,3,1,4,4,4,2,2,2,4,1,4,2,4,4,4,2,2,2,3,1,4,2,4,4,4,2,2,1,1940,1,2,2,3,5,6,1,1,6,"94589",1,1,1,1,11,6,2,3,6,2018-06-09 00:51:12,2018-06-09 01:01:24
392145197,1.02802950717094,4,4,1,4,4,1,3,1,1,2,3,3,3,4,4,2,3,4,4,2,1,5,3,4,4,4,4,1,4,3,5,4,1,5,5,3,2,1,4,4,2,5,1,4,3,5,2,2,5,2,1,3,4,4,5,1,4,1,4,4,3,2,1,3,4,3,2,1,4,4,1,2,3,5,5,4,3,2,4,4,4,3,2,5,4,1,4,1,2,4,1,1,2,2,5,5,2,3,4,4,1974,1,1,6,1,1,9,2,6,17,"60140-4000",1,3,2,2,11,5,1,2,8,2018-06-09 00:51:15,2018-06-09 01:01:30
392116471,1.85041201975466,3,2,2,2,4,4,2,2,1,3,5,1,4,4,5,1,2,2,2,1,2,2,4,3,4,4,3,2,4,1,4,1,3,1,5,4,3,1,4,4,3,4,3,3,3,3,3,2,3,4,2,3,2,4,3,4,3,3,5,4,4,1,2,2,5,4,2,1,3,1,4,1,4,1,4,5,2,1,2,1,4,2,4,3,4,3,3,1,2,4,4,1,3,3,4,4,3,2,2,3,1937,2,7,6,4,5,97,3,4,36,"11566-3834",1,3,2,2,5,5,2,2,6,2018-06-09 00:46:38,2018-06-09 01:01:56
392147656,0.765589381187949,4,3,4,5,3,3,4,4,3,3,5,3,3,3,5,5,3,3,5,4,3,3,3,3,5,3,3,4,5,3,3,3,3,5,5,3,3,5,3,4,3,4,3,4,3,4,4,4,3,3,3,4,3,3,4,3,4,3,3,4,5,5,4,3,5,5,3,4,3,4,2,3,3,3,4,3,4,2,4,3,4,4,4,2,5,3,3,3,3,3,4,3,5,3,5,2,3,4,3,3,1990,2,3,5,1,4,5,4,8,27,"55447",3,6,3,7,2,4,2,2,5,2018-06-09 00:57:20,2018-06-09 01:02:38
391814758,0.813722915211702,5,1,1,3,5,5,1,5,1,5,2,3,5,1,3,5,3,5,3,3,3,1,5,1,5,5,5,3,1,3,4,1,5,1,3,5,4,4,5,3,4,1,5,1,3,5,4,5,1,1,5,5,3,2,3,5,5,5,1,5,5,1,3,1,5,5,5,1,5,3,2,1,5,1,5,5,1,3,1,2,5,2,5,1,5,5,5,2,5,1,5,1,5,1,1,5,5,1,1,1,1970,2,1,3,1,6,1,1,1,51,"22314",1,2,3,1,1,6,2,3,6,2018-06-07 23:20:59,2018-06-09 01:02:39
392095684,0.892464609517434,5,2,4,1,5,4,1,5,1,4,5,5,4,3,4,5,3,1,3,1,4,2,5,1,2,5,4,4,3,2,5,1,4,1,3,5,2,2,2,2,4,4,3,2,3,5,2,3,2,1,4,3,4,1,3,4,4,2,4,4,5,2,3,1,4,5,2,2,4,2,5,2,4,1,2,5,5,2,2,2,5,2,4,1,4,4,4,2,2,3,5,1,4,1,3,4,2,2,4,2,1959,1,1,3,5,3,8,3,4,6,"91106",1,4,1,1,1,4,2,1,1,2018-06-08 22:24:14,2018-06-09 01:03:16
392145137,0.620967795669026,5,5,1,3,4,2,4,4,1,5,4,5,5,5,5,4,4,5,1,5,1,5,4,3,2,4,5,3,1,3,5,1,5,5,1,4,5,4,1,5,5,4,1,1,3,3,2,1,4,4,5,4,4,1,2,1,4,3,5,1,4,1,4,1,3,5,4,1,1,4,5,3,3,5,5,5,1,4,5,5,5,5,2,1,5,4,5,3,5,4,1,1,5,1,2,1,2,4,5,5,1978,1,6,6,5,1,6,1,1,25,"01453",1,1,4,7,2,5,2,2,5,2018-06-09 00:50:11,2018-06-09 01:03:20
392144958,0.638002186471864,4,1,1,3,2,3,3,2,1,1,5,1,3,5,2,1,1,2,4,3,3,4,4,3,3,5,4,3,4,1,4,3,3,3,3,4,5,1,4,1,3,1,1,1,3,3,4,3,3,1,4,1,3,5,3,3,5,4,5,3,3,1,1,3,3,5,4,1,4,1,3,1,3,3,1,5,4,3,3,1,4,1,4,3,4,3,4,3,1,1,3,1,1,1,3,5,4,3,4,1,1977,2,2,6,5,4,1,5,4,17,"60617",1,3,3,1,1,6,1,1,1,2018-06-09 00:46:45,2018-06-09 01:04:17
392145299,0.713279812650151,3,4,3,1,4,4,1,4,2,2,3,4,2,3,4,3,5,2,1,2,4,5,4,2,4,5,2,3,2,4,4,3,4,1,4,4,1,4,1,5,4,4,4,1,3,4,1,2,2,5,5,3,5,1,5,3,2,3,3,5,5,1,1,1,4,5,1,4,4,4,3,3,4,1,2,5,2,2,4,4,5,4,4,1,4,4,1,3,2,4,5,2,4,1,4,4,3,3,2,3,1999,2,1,3,5,2,13,1,1,29,"63103-2416",2,1,2,7,2,4,2,3,3,2018-06-09 00:53:39,2018-06-09 01:05:15
392145308,0.861579765658294,2,3,2,2,4,3,4,4,2,2,3,3,3,3,3,1,4,3,3,2,3,3,3,3,3,4,3,3,3,3,4,2,3,3,3,3,3,3,3,4,3,2,2,3,3,3,2,2,3,3,3,3,2,4,3,3,2,4,5,4,4,3,2,4,4,4,2,3,3,4,3,3,2,2,1,3,2,3,4,3,3,3,2,2,3,3,2,3,3,3,4,2,3,3,3,2,2,4,3,3,1953,2,1,2,1,5,8,2,6,36,"12525-5706",1,6,3,1,2,5,2,2,3,2018-06-09 00:53:59,2018-06-09 01:05:57
392127466,1.11403824125357,3,4,1,4,5,4,5,4,1,4,4,1,4,5,3,2,3,2,3,1,1,1,2,5,4,4,2,4,4,1,4,3,3,4,4,1,4,4,3,3,2,1,2,4,5,4,3,2,3,4,1,2,1,4,4,2,2,2,5,4,3,3,1,4,4,5,4,4,2,1,2,1,1,3,4,4,3,3,3,1,2,2,4,5,3,4,2,3,5,4,4,1,2,4,4,5,3,1,4,3,1938,2,1,2,1,5,5,2,7,33,"03106",1,4,1,2,1,2,1,1,3,2018-06-09 00:54:11,2018-06-09 01:06:17
392147674,0.892464609517434,3,4,1,5,5,3,5,2,3,3,5,3,5,3,4,3,3,3,3,1,4,4,5,4,4,5,3,3,4,1,4,4,3,5,4,4,3,1,3,2,3,5,4,2,3,1,4,1,5,1,5,3,5,5,4,3,4,1,4,1,3,3,3,2,5,3,3,3,2,1,5,5,3,5,4,3,3,1,4,2,3,5,3,2,5,2,3,2,4,4,2,5,5,5,5,3,4,1,5,1,1959,1,1,3,3,2,2,1,1,26,"48021",1,1,2,1,2,6,2,4,7,2018-06-09 00:57:39,2018-06-09 01:06:25
392143711,0.67806522990005,5,4,2,2,5,4,2,4,1,4,5,2,3,4,4,5,2,2,4,4,5,2,4,1,4,4,1,4,4,1,5,5,4,1,4,4,4,2,4,1,5,3,5,1,5,5,5,4,4,2,5,1,3,1,2,4,5,4,4,4,5,2,2,1,4,5,4,1,2,1,5,3,5,1,2,4,5,3,1,3,5,3,5,1,5,2,5,5,1,2,5,1,4,1,4,4,4,4,4,1,1944,1,2,4,3,5,4,1,1,6,"94966",1,2,1,2,2,6,2,4,7,2018-06-09 00:49:50,2018-06-09 01:06:43
392145001,0.605072754920269,4,5,2,2,4,2,3,4,2,2,3,4,2,4,3,2,4,3,2,2,2,5,3,2,4,3,1,4,4,2,4,4,3,3,4,2,2,2,4,4,3,3,3,2,4,4,2,2,4,3,4,2,2,3,4,2,2,2,5,5,3,4,2,2,4,3,2,3,4,3,4,2,2,2,2,4,2,2,4,2,3,4,2,2,4,2,2,3,4,4,4,4,2,2,4,2,2,2,4,2,1969,1,2,5,5,2,97,1,2,25,"02468-1842",1,2,2,1,11,7,2,4,8,2018-06-09 00:47:43,2018-06-09 01:06:52
392144891,0.643817000047082,4,4,3,3,4,3,2,4,3,3,4,2,4,4,2,3,1,4,5,3,5,3,3,2,3,3,4,5,4,2,5,3,2,1,3,4,4,2,3,2,3,4,2,1,4,3,4,2,4,1,1,4,4,2,3,2,1,4,4,2,4,2,2,2,3,3,4,2,2,1,4,3,3,2,1,3,4,1,3,2,4,4,4,1,4,2,4,3,3,3,4,4,1,3,4,4,3,3,4,2,1980,1,6,6,3,1,9,5,8,45,"29045",2,3,2,7,1,7,2,3,8,2018-06-09 00:45:29,2018-06-09 01:06:54
392145252,1.58936086610964,5,1,1,4,5,4,2,5,1,2,4,5,5,5,2,1,4,1,4,1,5,4,4,4,5,5,4,1,2,4,5,1,2,1,5,5,1,1,2,4,5,1,1,4,4,5,5,1,4,1,4,1,1,1,4,4,1,2,5,5,5,1,1,2,5,5,4,5,4,4,5,1,4,1,5,5,2,1,2,4,2,4,4,5,5,5,5,2,1,4,5,1,1,1,5,5,2,1,4,3,1954,1,2,2,1,5,8,1,2,24,"20747",1,3,2,1,1,1,1,1,1,2018-06-09 00:52:39,2018-06-09 01:07:53
392147823,0.875521975716035,5,2,5,2,5,4,1,2,1,4,5,1,5,2,5,4,1,2,5,1,5,2,4,1,4,5,4,4,4,1,5,2,2,1,5,5,5,3,1,2,5,4,5,1,5,4,4,1,4,1,5,4,4,1,5,4,5,1,2,4,5,4,4,1,5,5,4,1,1,1,5,2,5,1,5,4,4,1,2,1,5,4,5,1,5,4,5,1,1,1,5,1,5,1,5,4,4,2,4,1,1977,2,1,5,5,2,3,1,1,17,"62864-8116",1,1,1,1,11,5,2,3,6,2018-06-09 01:01:06,2018-06-09 01:08:14
392145177,0.859639483955657,2,3,1,3,4,3,4,2,1,3,4,1,4,2,4,1,2,2,3,1,3,1,3,4,4,4,4,1,2,1,4,3,3,5,4,4,4,2,4,3,1,1,3,5,4,4,2,2,3,1,1,3,1,3,5,3,1,3,5,4,4,2,1,4,4,5,3,1,4,1,3,1,3,3,3,4,2,1,3,1,3,2,2,3,4,4,2,2,3,2,3,2,2,4,3,4,4,1,4,2,1963,1,1,3,1,1,9,2,6,42,"17363",1,5,1,2,1,2,1,1,1,2018-06-09 00:50:54,2018-06-09 01:08:52
392147664,0.86497060519171,5,2,4,3,5,4,1,4,1,5,4,1,4,1,4,5,2,2,3,3,5,4,5,1,4,5,4,3,2,1,NA,1,5,1,4,5,3,2,1,1,5,3,5,4,4,4,4,1,1,2,4,3,4,2,3,4,5,4,1,3,5,3,3,3,4,5,4,3,3,2,5,1,5,1,3,5,4,4,2,1,5,3,5,2,5,4,5,3,2,3,5,1,4,1,4,5,4,3,1,1,1974,1,1,5,5,4,4,3,4,12,"32771",1,3,1,1,12,6,2,3,8,2018-06-09 00:57:29,2018-06-09 01:09:33
392147685,0.939222076958714,5,4,4,5,5,3,2,2,3,3,5,4,4,3,4,4,4,3,2,1,5,4,4,3,4,3,3,3,2,3,5,3,4,4,5,3,2,3,1,4,4,3,4,4,5,5,4,1,3,1,2,3,4,1,4,3,5,2,3,4,5,3,3,2,4,4,2,3,2,2,5,1,5,2,4,2,2,2,4,3,5,5,4,5,5,3,5,2,1,5,3,3,4,1,3,5,2,1,4,1,1968,1,1,4,6,6,8,4,5,42,"15235-3168",1,3,1,2,11,6,2,4,7,2018-06-09 00:57:55,2018-06-09 01:10:44
